text,intent
báo cáo thủ trưởng lúc nào ăn sáng đấy,HOI_GIO_AN
cho hỏi bao giờ tới giờ cơm được không,HOI_GIO_AN
Thưa cán bộ giờ phát cơm ạ,HOI_GIO_AN
xin hỏi nấu cơm mấy giờ?,HOI_GIO_AN
cơm tuần sau mấy giờ được không ạ,HOI_GIO_AN
thưa thủ trưởng đến bữa chưa,HOI_GIO_AN
thưa thủ trưởng mấy giờ dọn cơm?,HOI_GIO_AN
Thứ 7 mấy giờ cơm trưa,HOI_GIO_AN
Em hoi voi gio an trua,HOI_GIO_AN
nhà ăn mở mấy giờ được không ạ,HOI_GIO_AN
Báo cáo thủ trưởng ăn sáng lúc mấy giờ ạ,HOI_GIO_AN
cho hoi den gio nau com chua di,HOI_GIO_AN
cho em hỏi khi nào ăn trưa chứ,HOI_GIO_AN
bao giờ có cơm thưa thủ trưởng,HOI_GIO_AN
Sáng mai mấy giờ cơm trưa đi,HOI_GIO_AN
Báo cáo thủ trưởng khi nào cơm chiều được không ạ,HOI_GIO_AN
giờ cơm trưa,HOI_GIO_AN
cho em hỏi đến giờ cơm chiều chưa thưa thủ trưởng,HOI_GIO_AN
xin hỏi tối nay ăn lúc mấy giờ?,HOI_GIO_AN
xin hỏi ăn sáng lúc mấy giờ,HOI_GIO_AN
anh ơi cơm chiều lúc mấy giờ thưa thủ trưởng,HOI_GIO_AN
khi nào nhà ăn mở được không,HOI_GIO_AN
thưa cán bộ ăn sáng giờ nào chứ,HOI_GIO_AN
mấy giờ phát cơm được không,HOI_GIO_AN
Báo cáo thủ trưởng tôi đói rồi cơm trưa chưa thưa thủ trưởng,HOI_GIO_AN
Cho em hỏi bao giờ có cơm,HOI_GIO_AN
Đồng chí ơi có gì ăn không,HOI_GIO_AN
anh oi toi doi roi phat com chua vay,HOI_GIO_AN
thưa cán bộ có bữa lúc mấy giờ được khng,HOI_GIO_AN
cho hỏi khi nào có cơm,HOI_GIO_AN
em hỏi với giờ n tối là khi nào đi,HOI_GIO_AN
xin phép thủ trưởng đói quá khi nào ăn,HOI_GIO_AN
anh ơi nấu cơm lúc mấy giờ vậy,HOI_GIO_AN
xin phép thủ trưởng bao giờ ăn trưa vậy,HOI_GIO_AN
xin phép thủ trưởng bao giờ tới giờ cơm vậy,HOI_GIO_AN
thua can bo khi nao nha an mo vay,HOI_GIO_AN
nấu cơm mấy giờ chứ,HOI_GIO_AN
thu 2 may gio com sang?,HOI_GIO_AN
cho hỏi tôi đói rồi cơm sáng chưa nhỉ,HOI_GIO_AN
xin phép thủ trưởng có bữa mấy giờ được không,HOI_GIO_AN
cho hoi may gio com trua,HOI_GIO_AN
thưa thủ trưởng ăn trưa lúc mấy giờ đấy,HOI_GIO_AN
thưa cán bộ khi nào cơm sáng,HOI_GIO_AN
ăn tối giờ nào thế,HOI_GIO_AN
báo cáo thủ trưởng khi nào ăn đấy,HOI_GIO_AN
Thưa thủ trưởng 6 giờ mấy giờ có bữa được không,HOI_GIO_AN
xin phép thủ trưởng giờ cơm sáng ạ,HOI_GIO_AN
Mấy giờ nấu cơm đi,HOI_GIO_AN
giờ cơm trưa thế,HOI_GIO_AN
em hỏi với bao giờ tới giờ cơm đợc không,HOI_GIO_AN
Khi nào có bữa ạ,HOI_GIO_AN
đồng chí đói quá khi nào ăn được không,HOI_GIO_AN
nhà ăn mở mấy giờ,HOI_GIO_AN
đến bữa chưa,HOI_GIO_AN
mấy giờ ăn cơm ?,HOI_GIO_AN
Đồng chí ơi khi nào ăn ?,HOI_GIO_AN
em hỏi với cơm 8 giờ mấy giờ,HOI_GIO_AN
thầy khi nào ăn,HOI_GIO_AN
Thưa cán bộ khi nào có bữa đấy,HOI_GIO_AN
thưa cán bộ giờ cơm chiều thế,HOI_GIO_AN
khi nào cơm sáng vậy,HOI_GIO_AN
xin hoi may gio an sang vay,HOI_GIO_AN
xin phép thủ trưởng trưa nay mấy giờ ăn đi,HOI_GIO_AN
Tối nay ăn lúc mấy giờ nhỉ,HOI_GIO_AN
thưa thủ trưởng nhà ăn mở mấy giờ nhỉ,HOI_GIO_AN
đồng chí ơi tối nay ăn lúc mấy giờ?,HOI_GIO_AN
anh ơi tối nay ăn lúc mấy giờ,HOI_GIO_AN
Xin hỏi cơm chủ nhật mấy giờ được không,HOI_GIO_AN
thầy ơi mấy giờ ăn trưa,HOI_GIO_AN
Phát cơm lúc mấy giờ được không ạ,HOI_GIO_AN
Khi nào phát cơm nhỉ,HOI_GIO_AN
thưa thủ trưởng cơm chiều nay mấy giờ chứ,HOI_GIO_AN
Thưa thủ trưởng cơm buổi tối mấy giờ đấy,HOI_GIO_AN
anh ơi lúc nào ăn sng đi,HOI_GIO_AN
Thua can bo den bua chua day,HOI_GIO_AN
đến giờ nấu cơm chưa chứ,HOI_GIO_AN
thầy ơi tuần này mấy giờ có bữa được không,HOI_GIO_AN
Cho hỏi đến bữa chưa vậy,HOI_GIO_AN
Thư thủ trưởng giờ dọn cơm là khi nào được không,HOI_GIO_AN
báo cáo thủ trưởng đến bữa chưa đấy,HOI_GIO_AN
Em hỏi với mấy giờ ăn tối thế,HOI_GIO_AN
bao gi có cơm thưa thủ trưởng,HOI_GIO_AN
Báo cáo thủ trưởng giờ dọn cơm,HOI_GIO_AN
anh ơi ăn sáng lúc mấy giờ thế,HOI_GIO_AN
xin hỏi lúc nào cơm sáng được không,HOI_GIO_AN
7 giờ tối mấy giờ cơm sáng?,HOI_GIO_AN
Báo cáo thủ trưởng trưa nay mấy giờ ăn,HOI_GIO_AN
cho em hỏi bao giờ tới giờ cơm,HOI_GIO_AN
Thầy ơi có gì ăn không?,HOI_GIO_AN
Cho em hoi toi nay an luc may gio,HOI_GIO_AN
buổi tối mấy giờ nấu cơm,HOI_GIO_AN
có gì ăn không thế,HOI_GIO_AN
Em hỏi với bao giờ có cơm thưa thủ trưởng,HOI_GIO_AN
thầy ơi phát cơm mấy giờ,HOI_GIO_AN
đồng chí ơi giờ ăn sáng là khi nào,HOI_GIO_AN
anh ơi khi nào nhà ăn mở,HOI_GIO_AN
Thưa cán bộ đến giờ dọn cơm chưa được không,HOI_GIO_AN
xin phép thủ trưởng đến giờ dọn cơm chưa chứ,HOI_GIO_AN
đồng chí ơi khi nào nhà ăn mở ?,HOI_GIO_AN
bao giờ có cơm thế,HOI_GIO_AN
Thầy mấy giờ cơm sáng,HOI_GIO_AN
đồng chí ơi đến giờ có cơm chưa ạ,HOI_GIO_AN
Thua thu truong khi nao an,HOI_GIO_AN
cho hoi khi nao an day,HOI_GIO_AN
anh ơi lúc nào nấu cơm chứ,HOI_GIO_AN
Anh ơi cơm hôm qua mấy giờ đi,HOI_GIO_AN
cho hỏi khi nào nhà ăn mở chứ,HOI_GIO_AN
Xin phép thủ trưởng bao giờ có cơm,HOI_GIO_AN
cho hoi toi nay an luc may gio,HOI_GIO_AN
Em hỏi với bao giờ có cơm ?,HOI_GIO_AN
anh ơi mấy giờ ăn cơm thưa thủ trưởng,HOI_GIO_AN
thầy ơi bao giờ có cơm?,HOI_GIO_AN
Cho hỏi ăn trưa giờ nào ?,HOI_GIO_AN
Báo cáo thủ trưởng có gì ăn không được không ạ,HOI_GIO_AN
Thưa thủ trưởng mấy giờ có cơm vậy,HOI_GIO_AN
xin hỏi khi nào nhà ăn m vậy,HOI_GIO_AN
cho em hỏi cơm sáng mấy giờ đi,HOI_GIO_AN
đói uá khi nào ăn,HOI_GIO_AN
thưa cán bộ bao giờ nấu cơm,HOI_GIO_AN
có gì n không vậy,HOI_GIO_AN
lúc nào ăn sáng vậy,HOI_GIO_AN
Xin phép thủ trưởng phát cơm lúc mấy giờ đi,HOI_GIO_AN
thưa cán bộ tôi đói rồi ăn cơm chưa đi,HOI_GIO_AN
don com gio nao nhi,HOI_GIO_AN
xin hỏi tối nay ăn úc mấy giờ,HOI_GIO_AN
Xin hỏi bao giờ có cơm vậy,HOI_GIO_AN
toi nay an luc may gio duoc khong a,HOI_GIO_AN
Cho em hỏi khi nào nhà ăn mở?,HOI_GIO_AN
Xin hỏi đói quá khi nào ăn?,HOI_GIO_AN
Đồng chí ơi khi nào dọn cơm vậy,HOI_GIO_AN
thầy ơi tôi đi rồi ăn cơm chưa thế,HOI_GIO_AN
giờ cơm chiều khi nào,HOI_GIO_AN
dong chi oi den gio com chieu chua vay,HOI_GIO_AN
Cho em hỏi khi nào nh ăn mở đi,HOI_GIO_AN
cho em hỏi có bữa giờ nào?,HOI_GIO_AN
cho hoi doi qua khi nao an duoc khong a,HOI_GIO_AN
cho em hỏi mấy giờ phát cơm đi,HOI_GIO_AN
Bao giờ phát cơm,HOI_GIO_AN
thua can bo toi doi roi co com chua nhi,HOI_GIO_AN
cho hỏi giờ cơm sng là khi nào đấy,HOI_GIO_AN
anh ơi đến bữa chưa ?,HOI_GIO_AN
Tôi đói rồi cơm chiều chưa thưa thủ trưởng,HOI_GIO_AN
xin hỏi có gì ăn không được không,HOI_GIO_AN
thưa thủ trưng mấy giờ có bữa,HOI_GIO_AN
xin phép thủ trưởng trưa nay mấy giờ ăn được không,HOI_GIO_AN
thầy ơi giờ có bữa đi,HOI_GIO_AN
Bao giờ có cơm đi,HOI_GIO_AN
An com luc may gio thua thu truong,HOI_GIO_AN
đồng chí ơi bao giờ có cơm đấy,HOI_GIO_AN
Thưa thủ trưởng bao giờ tới giờ cơm được không ạ,HOI_GIO_AN
thưa thủ trưởng thứ 4 mấy giờ cơm trưa chứ,HOI_GIO_AN
Đồng chí ơi mấy giờ dọn cơm được không ạ,HOI_GIO_AN
mấy giờ ăn sáng ạ,HOI_GIO_AN
Báo co thủ trưởng mấy giờ có cơm được không,HOI_GIO_AN
đồng chí ơi tối nay ăn lúc mấy giờ được không ạ,HOI_GIO_AN
đồng chí ơi giờ cơm trưa là khi nào thế,HOI_GIO_AN
anh ơi khi nào nhà ăn mở được không,HOI_GIO_AN
bao cao thu truong don com may gio thua thu truong,HOI_GIO_AN
có gì ăn không nhỉ,HOI_GIO_AN
Xin hỏi lúc nào ăn trưa,HOI_GIO_AN
thưa cán bộ nhà ăn mở mấy giờ thế,HOI_GIO_AN
Anh ơi lúc nào ăn cơm ạ,HOI_GIO_AN
thưa cán bộ bao giờ tới giờ cơm được không,HOI_GIO_AN
bao gio co com di,HOI_GIO_AN
thầy ơi lúc nào cơ sáng được không ạ,HOI_GIO_AN
báo cáo thủ trưởng ăn trưa mấy giờ?,HOI_GIO_AN
anh đến giờ có cơm chưa được không,HOI_GIO_AN
thưa thủ trưởng dọn cơm giờ nào?,HOI_GIO_AN
Thưa cán bộ đến bữa chưa chứ,HOI_GIO_AN
cho em hỏi tối nay ăn lúc mấy giờ vậy,HOI_GIO_AN
Thưa thủ trưởng nhà ăn mở mấy giờ được không,HOI_GIO_AN
thưa thủ trưởng bãi bắn cách đây bao xa được không ạ,HOI_VI_TRI
đi đến tiểu đội mất bao lâu được không ạ,HOI_VI_TRI
cho hỏi phòng thí nghiệm ở chỗ nào,HOI_VI_TRI
anh tìm ký túc xá ở đâu đấy,HOI_VI_TRI
em hỏi với đi đến khu B mất bao lâu?,HOI_VI_TRI
cho hỏi đi đến doanh trại mất bao lâu?,HOI_VI_TRI
thưa cán bộ tôi không biết phòng máy tính ở đâu đi,HOI_VI_TRI
thưa cán bộ đi đến kho súng mất bao lâu thế,HOI_VI_TRI
thưa thủ trưởng bãi bắn chỗ nào,HOI_VI_TRI
đi đến cổng phụ mất bao lâu nhỉ,HOI_VI_TRI
Xin phép thủ trưởng chỉ giúp tôi căng tin chứ,HOI_VI_TRI
Báo cáo thủ tưởng vị trí của lớp học ?,HOI_VI_TRI
cho em hỏi căng tin ở đâu được không ạ,HOI_VI_TRI
Đi tới phòng học thế nào được không ạ,HOI_VI_TRI
em hỏi với chỉ giúp tôi tòa B5 ?,HOI_VI_TRI
Thưa thủ trưởng phòng 305 nằm ở đâu được không,HOI_VI_TRI
cho hỏi đi đến trung tâm thể thao mất bao lâu vậy,HOI_VI_TRI
đồng chí nhà ăn ở đâu nhỉ,HOI_VI_TRI
đi tới trung đội thế nào vậy,HOI_VI_TRI
làm sao tới kho súng đi,HOI_VI_TRI
xin phép thủ trưởng trung tâm thể thao có xa không ?,HOI_VI_TRI
bao cao thu truong toi khong biet phong may tinh o dau thua thu truong,HOI_VI_TRI
Thầy ơi đi đến sân điều lệnh mất bao lâu,HOI_VI_TRI
thưa cán bộ vị trí của đại đội thế,HOI_VI_TRI
Tôi không biết khu B ở đâu được không ạ,HOI_VI_TRI
em hỏi với trung đội ở khu B hay khu A ạ,HOI_VI_TRI
đồng chí ơi trung tâm thể thao cách đây bao xa ạ,HOI_VI_TRI
cho hỏi chỉ giúp tôi căng tin đấy,HOI_VI_TRI
cho hỏi cổng chính ở chỗ nào nhỉ,HOI_VI_TRI
xin hoi toi khong biet giang duong lon o dau?,HOI_VI_TRI
em hỏi với bãi bắn đi lối nào ?,HOI_VI_TRI
em hỏi với tôi không biết phòng họp ở đâu ?,HOI_VI_TRI
có ai biết đại đội không,HOI_VI_TRI
cho em hỏi nhà ăn nằm ở đâu,HOI_VI_TRI
đồng chí phòng tập có xa không chứ,HOI_VI_TRI
em hỏi với cho tôi đường tới nhà sinh hoạt chung nhỉ,HOI_VI_TRI
xin hỏi trung đội ở chỗ nào,HOI_VI_TRI
Xin phép thủ trưởng đại đội nằm ở đâu thưa thủ trưởng,HOI_VI_TRI
em hỏi với trung tâm thể thao chỗ nào đi,HOI_VI_TRI
chỉ gúp tôi bãi bắn,HOI_VI_TRI
cho hỏi ai biết nhà sinh hoạt chung ở đâu không vậy,HOI_VI_TRI
Xin phép thủ trưởng thư viện nằm ở đâu được không,HOI_VI_TRI
đi tới kho súng thế nào thế,HOI_VI_TRI
có ai biết bãi bắn không thưa thủ trưởng,HOI_VI_TRI
anh ơi đi tới trung đội thế nào đấy,HOI_VI_TRI
phòng họp ở khu B hay khu A thế,HOI_VI_TRI
Thưa thủ trưởng có ai biết khu hành chính không vậy,HOI_VI_TRI
thưa cán bộ phòng tập cách đây bao xa?,HOI_VI_TRI
Thầy ơi có ai biết nhà sinh hoạt chung không,HOI_VI_TRI
cho em hỏi tìm trung tâm thể thao ở đâu ?,HOI_VI_TRI
Thưa thủ trưởn phòng thí nghiệm ở đâu,HOI_VI_TRI
cổng chính chỗ nào thưa thủ trưởng,HOI_VI_TRI
anh ơi đến phòng giảng đường đi đường nào nhỉ,HOI_VI_TRI
bãi bắn hướng nào chứ,HOI_VI_TRI
thầy ơi tìm doanh trại ở đâu,HOI_VI_TRI
Xin phép thủ trưởng làm sao tới đại đội vậy,HOI_VI_TRI
thầy ơi kho súng ở đâu,HOI_VI_TRI
thưa cán bộ có ai biết phòng thí nghiệm không,HOI_VI_TRI
Đồng chí ơi phòng tập nằm ở đâu?,HOI_VI_TRI
cho hỏi lớp học có xa không vậy,HOI_VI_TRI
khu hành chính ở chỗ nào đấy,HOI_VI_TRI
đồng chí ơi bãi tập hướng nào?,HOI_VI_TRI
phòng tập ở chỗ nào,HOI_VI_TRI
phòng A1 có xa không,HOI_VI_TRI
thưa cán bộ đường tới nhà ăn đi sao thế,HOI_VI_TRI
Xin hỏi đến nhà chỉ huy đi đường nào đấy,HOI_VI_TRI
Đồng chí ơi sân điều lệnh ở chỗ nào,HOI_VI_TRI
Bao cao thu truong vi tri cua phong thi nghiem duoc khong,HOI_VI_TRI
ai biết phòng họp ở đâu không,HOI_VI_TRI
Thầy ơi nhà chỉ huy ở đâu đi,HOI_VI_TRI
đến phòng học đi đường nào,HOI_VI_TRI
Báo cáo thủ trưởng ai biết phòng họp ở đâu không đi,HOI_VI_TRI
Lam sao toi khu B chu,HOI_VI_TRI
xin hỏi làm sao tới thư viện,HOI_VI_TRI
Cho em hỏi muốn đi phòng thí nghiệm thì đi đâu nhỉ,HOI_VI_TRI
báo cáo thủ trưởng đường tới nhà sinh hoạt chung đi sao ?,HOI_VI_TRI
xin phép thủ trưởng đến tòa B5 đi đường nào nhỉ,HOI_VI_TRI
Xin phép thủ trưởng căng tin nằm ở đâu thế,HOI_VI_TRI
Đại đội có xa không đấy,HOI_VI_TRI
Cho hoi phong may tinh o cho nao,HOI_VI_TRI
lam sao toi ky tuc xa chu,HOI_VI_TRI
thưa cán bộ tôi không biết lớp học ở đâu đi,HOI_VI_TRI
tìm phòng y tế ở đâu nhỉ,HOI_VI_TRI
phòng học hướng nào vậy,HOI_VI_TRI
xin hỏi cổng chính đi lối nào ạ,HOI_VI_TRI
cho hỏi chỉ giúp tôi phòng 305 ?,HOI_VI_TRI
cho hỏi làm sao tới bãi tập,HOI_VI_TRI
phòng tập cách đây bao xa đấy,HOI_VI_TRI
Thua thu truong ai biet dai doi o dau khong,HOI_VI_TRI
đồng chí ơi đi tới bãi bắn thế nào vậy,HOI_VI_TRI
co ai biet thu vien khong duoc khong,HOI_VI_TRI
Xin hỏi muốn đi phòng A1 thì đi đâu ược không,HOI_VI_TRI
thưa cán bộ đến cổng phụ đi đường nào ạ,HOI_VI_TRI
Bao cao thu truong chi giup toi nha sinh hoat chung thua thu truong,HOI_VI_TRI
Báo cáo thủ trưởng bãi tập ở khu nào vậy,HOI_VI_TRI
có ai biết phòng họp không,HOI_VI_TRI
xin phép thủ trưởng giảng đường lớn có xa không?,HOI_VI_TRI
cho em hỏi đến trung tâm thể thao đi đường nào được không,HOI_VI_TRI
Thưa thủ trưởng vị trí của bãi bắn,HOI_VI_TRI
tìm nhà kho ở đâu,HOI_VI_TRI
xin phép thủ trưởng làm sao tới kho súng,HOI_VI_TRI
Ai biết phòng 305 ở đâu không đi,HOI_VI_TRI
xin hỏi phòng thí nghiệm nằm ở đâu đấy,HOI_VI_TRI
đồng chí ơi làm sao tới lớp học ạ,HOI_VI_TRI
cho em hỏi căng tin ở khu nào được không,HOI_VI_TRI
Cho em hỏi làm sao tới cổng phụ thế,HOI_VI_TRI
báo cáo thủ trưởng vị trí của phòng tập đi,HOI_VI_TRI
đồng chí ơi muốn đi tòa B5 thì đi đâu nhỉ,HOI_VI_TRI
Có ai biết phòng máy tính không,HOI_VI_TRI
thưa thủ trưởng vị trí của trung tâm thể thao nhỉ,HOI_VI_TRI
xin phép thủ trưởng có ai biết nhà kho không vậy,HOI_VI_TRI
em hỏi với đến phòng A1 đi đường nào,HOI_VI_TRI
Cho em hỏi căng tin đi lối nào thế,HOI_VI_TRI
cho hỏi phòng y tế chỗ nào,HOI_VI_TRI
thưa cán bộ lớp học ở khu nào,HOI_VI_TRI
đi tới phòng họp thế nào ạ,HOI_VI_TRI
khu B đi lối nào chứ,HOI_VI_TRI
xin hỏi có ai biết căng tin không,HOI_VI_TRI
anh oi cho toi duong toi trung doi duoc khong a,HOI_VI_TRI
Anh phòng học hướng nào chứ,HOI_VI_TRI
cho tôi đường tới bãi tập?,HOI_VI_TRI
cho em hỏi có ai biết kho súng không thế,HOI_VI_TRI
xin phép thủ trưởng ai biết trung tâm thể thao ở đâu kông được không,HOI_VI_TRI
hưa cán bộ cho tôi đường tới sân điều lệnh?,HOI_VI_TRI
xin phép thủ trưởng có ai biết khu hành chính không,HOI_VI_TRI
xin hỏi tôi không biết bãi tập ở đâu thưa thủ trưởng,HOI_VI_TRI
Đồng chí ơi cho tôi đường tới khu B ?,HOI_VI_TRI
em hỏi vớ chỉ giúp tôi cổng chính vậy,HOI_VI_TRI
anh ơi đi đến phòng tập mất bao lâu đấy,HOI_VI_TRI
đến nhà sinh hoạt chung đi đường nào?,HOI_VI_TRI
khu hanh chinh o khu nao a,HOI_VI_TRI
thầy phòng họp hướng nào,HOI_VI_TRI
Thầy ơi làm sao tới kho súng,HOI_VI_TRI
đồng ch ơi đi tới ký túc xá thế nào được không ạ,HOI_VI_TRI
xin phép thủ trưởng cho tôi đường tới phòng giảng đường đi,HOI_VI_TRI
Tiểu ội cách đây bao xa,HOI_VI_TRI
Em hoi voi tim nha chi huy o dau,HOI_VI_TRI
xin hỏi tôi không biết sân tập ở đâu nhỉ,HOI_VI_TRI
xin phép thủ trưởng bãi tập chỗ nào nhỉ,HOI_VI_TRI
lớp học ở khu B hay khu A ?,HOI_VI_TRI
em hỏi với vị trí ủa trung đội,HOI_VI_TRI
Tim nha chi huy o dau,HOI_VI_TRI
xin phép thủ trưởng muốn đi phòng tập thì đi đâu vậy,HOI_VI_TRI
thưa cán bộ khu hành chính ở khu B hay khu A,HOI_VI_TRI
Thưa cán bộ khu B có xa không đấy,HOI_VI_TRI
giảng đường lớn nằm ở đâu được không ạ,HOI_VI_TRI
Cho hỏi sân tập nằm ở đâu,HOI_VI_TRI
cho hỏi tôi không biết sân điều lệnh ở đâu nhỉ,HOI_VI_TRI
Đồng chí ơi trung đội có xa không đi,HOI_VI_TRI
Muốn đi phòng giảng đường đi đâu,HOI_VI_TRI
Báo cáo thủ trưởng phòng họp hướng nào ?,HOI_VI_TRI
Cho em hỏi nhà chỉ huy ở khu B hay khu A đi,HOI_VI_TRI
xin hỏi cho tôi đường tới bãi bắn thế,HOI_VI_TRI
cho hỏi đại đội cách đây bao xa chứ,HOI_VI_TRI
tìm kho súng ở đâu ạ,HOI_VI_TRI
vị trí của bãi bắn,HOI_VI_TRI
Cho hỏi muốn đi căng tin thì đi đâu,HOI_VI_TRI
xin hỏi ai biết bãi bắn ở đâu không vậy,HOI_VI_TRI
Báo cáo thủ trưởng đến kho súng đi đường nào thưa thủ trưởng,HOI_VI_TRI
Thua can bo lop hoc o khu nao ?,HOI_VI_TRI
chỉ giúp tôi phòng 305 thế,HOI_VI_TRI
thưa cán bộ phòng máy tính đi lối nào,HOI_VI_TRI
Cho tôi đường tới nhà chỉ huy được không ạ,HOI_VI_TRI
xin hỏi chỉ giúp tôi phòng 305 nhỉ,HOI_VI_TRI
Thưa thủ trưởng tôi không biết phòng học ở đâu ạ,HOI_VI_TRI
Báo cáo thủ trưởng tìm nhà chỉ huy ở đâu nhỉ,HOI_VI_TRI
Báo cáo thủ trưởng tôi không biết nhà kho ở đâu thưa thủ trưởng,HOI_VI_TRI
Ai biết khu B ở đâu không đi,HOI_VI_TRI
xin phép thủ trưởng đến khu hành chính đi đường nào được không ạ,HOI_VI_TRI
em hoi voi toi khong biet phong A1 o dau day,HOI_VI_TRI
xin phép thủ trưởng tôi không biết sân điều lệnh ở đâu,HOI_VI_TRI
xin hỏi làm sao tới trung đội?,HOI_VI_TRI
Đồng chí ơi đến doanh trại đi đường nào vậy,HOI_VI_TRI
tiểu đội chỗ nào thế,HOI_VI_TRI
báo cáo thủ trưởng muốn đi ký túc xá thì đi đâu chứ,HOI_VI_TRI
đồng chí ơi làm sao tới khu hành chính,HOI_VI_TRI
Báo cáo thủ trưởng đi đến phòng máy tính mất bao lâu thưa thủ trưởng,HOI_VI_TRI
Xin phép thủ trưởng căng tin nằm ở đâu được không ạ,HOI_VI_TRI
Em hoi voi lam sao toi cang tin?,HOI_VI_TRI
thưa thủ trưởng đến phòng giảng đường đi đường nào vậy,HOI_VI_TRI
thưa thủ trưởng phòng thí nghiệm ở chỗ nào được không ạ,HOI_VI_TRI
khu hành chính nằm ở đâu,HOI_VI_TRI
Em hỏi với muốn đi phòng tập thì đi đâu thưa thủ trưởng,HOI_VI_TRI
xin phép thủ trưởng đến nhà kho đi đường nào thưa thủ trưởng,HOI_VI_TRI
bao cao thu truong di den nha sinh hoat chung mat bao lau the,HOI_VI_TRI
thưa cán bộ tôi không biết khu hành chính ở đâu chứ,HOI_VI_TRI
cho em hỏi có ai biết khu hành chính không ạ,HOI_VI_TRI
Cho hỏi nhà chỉ huy chỗ nào đấy,HOI_VI_TRI
Xin hỏi ký túc xá ở khu nào,HOI_VI_TRI
cho hỏi giảng đường lớn ở khu nào được không,HOI_VI_TRI
đồng chí ơi trung tâm thể thao ở đâu chứ,HOI_VI_TRI
xin hỏi ai biết thư viện ở đâu không chứ,HOI_VI_TRI
Em hoi voi cho toi duong toi bai tap thua thu truong,HOI_VI_TRI
cho em hỏi ai biết phòng 305 ở đâu không ?,HOI_VI_TRI
Báo cáo thủ trưởng bãi tập ở chỗ nào chứ,HOI_VI_TRI
Phòng y tế ở khu B hay khu A thưa thủ trưởng,HOI_VI_TRI
em hỏi với tôi không biết ký túc xá ở đâu?,HOI_VI_TRI
đi tới phòng máy tính thế nào đi,HOI_VI_TRI
cho em hỏi đi tới lớp học thế nào đấy,HOI_VI_TRI
báo áo thủ trưởng khu hành chính nằm ở đâu đấy,HOI_VI_TRI
Thưa cán bộ phòng học có xa không được không,HOI_VI_TRI
anh oi nha chi huy o cho nao?,HOI_VI_TRI
chỉ giúp tôi lớp học,HOI_VI_TRI
Em hỏi với sân tập ở khu nào được không,HOI_VI_TRI
Xin phép thủ trưởng tìm thư viện ở đâu nhỉ,HOI_VI_TRI
Em hỏi với khu hành chính có xa không đi,HOI_VI_TRI
em hỏi với tôi không biết trung đội ở đâu thế,HOI_VI_TRI
bãi bắn nằm ở đâu đấy,HOI_VI_TRI
cho tôi đường tới nhà sinh hoạt chung nhỉ,HOI_VI_TRI
Nhà kho ở khu nào nhỉ,HOI_VI_TRI
Em hỏi với bãi bắn chỗ nào ?,HOI_VI_TRI
Thưa cán bộ lớp học có xa không?,HOI_VI_TRI
thưa thủ trưởng thư viện nằm ở đâu ạ,HOI_VI_TRI
thưa thủ trưởng phòng A1 ở chỗ nào,HOI_VI_TRI
đi tới phòng máy tính thế nào,HOI_VI_TRI
xin hỏi đi đến doanh trại mất bao lâu đấy,HOI_VI_TRI
báo cáo thủ trưởng chỉ giúp tôi nhà chỉ huy,HOI_VI_TRI
tìm phòng thí nghiệm ở đâu chứ,HOI_VI_TRI
san dieu lenh o cho nao day,HOI_VI_TRI
Bao cao thu truong toi khong biet kho sung o dau chu,HOI_VI_TRI
xin phép thủ trưởng làm sao tới phòng giảng đường đấy,HOI_VI_TRI
em hỏi với phòng A1 ở chỗ nào thế,HOI_VI_TRI
làm sao tới phòng họp thế,HOI_VI_TRI
Đi đến cổng phụ mất bao lâu ?,HOI_VI_TRI
Đồng chí ơi vị trí của trung đội,HOI_VI_TRI
xin phép thủ trưởng đến phòng tập đi đường nào thế,HOI_VI_TRI
đường tới phòng A1 đi sao,HOI_VI_TRI
anh nhà ăn ở đâu,HOI_VI_TRI
Tìm phòng thí nghiệm ở đâu thế,HOI_VI_TRI
Thưa thủ trưởng vị trí của phòng A1 nhỉ,HOI_VI_TRI
dong chi oi phong hop o cho nao vay,HOI_VI_TRI
đồng chí ơi phòng học đi lối nào,HOI_VI_TRI
anh ơi đi tới lớp học thế nào,HOI_VI_TRI
Thầy ơi doanh trại ở chỗ nào?,HOI_VI_TRI
Xin phép thủ trưởng nhà ăn chỗ nào ?,HOI_VI_TRI
đồng chí ơi chỉ giúp tôi khu hành chính thế,HOI_VI_TRI
xin phep thu truong khu hanh chinh huong nao a,HOI_VI_TRI
xin phép thủ trưởng tôi không biết trung tâm thể thao ở đâu thế,HOI_VI_TRI
xin phép thủ trưởng sân tập ở chỗ nào đi,HOI_VI_TRI
thưa thủ trưởng tìm kho súng ở đâu vậy,HOI_VI_TRI
thầy ơi có ai biết ký túc xá không chứ,HOI_VI_TRI
lớp học có xa không,HOI_VI_TRI
thưa thủ trưởng phòng tập ở khu B hay khu A,HOI_VI_TRI
cho hỏi tìm bãi tập ở đâu đi,HOI_VI_TRI
đi đến tiểu đội mất bao lâu,HOI_VI_TRI
thầy chỉ giúp tôi phòng A1 được không,HOI_VI_TRI
xin hỏi tôi không biết nhà ăn ở đâu được không ạ,HOI_VI_TRI
thưa thủ trưởng phòng A1 ở đâu?,HOI_VI_TRI
thưa cán bộ đường tới nhà ăn đi sao đi,HOI_VI_TRI
đến sân điều lệnh đi đường nào,HOI_VI_TRI
